CountyState,Pop,county,state
"Grant County, Oklahoma",4333,Grant,Oklahoma
"Greer County, Oklahoma",5712,Greer,Oklahoma
"Harmon County, Oklahoma",2653,Harmon,Oklahoma
"Harper County, Oklahoma",3688,Harper,Oklahoma
"Haskell County, Oklahoma",12627,Haskell,Oklahoma
"Hughes County, Oklahoma",13279,Hughes,Oklahoma
"Jackson County, Oklahoma",24530,Jackson,Oklahoma
"Jefferson County, Oklahoma",6002,Jefferson,Oklahoma
"Johnston County, Oklahoma",11085,Johnston,Oklahoma
"Kay County, Oklahoma",43538,Kay,Oklahoma
"Kingfisher County, Oklahoma",15765,Kingfisher,Oklahoma
"Kiowa County, Oklahoma",8708,Kiowa,Oklahoma
"Latimer County, Oklahoma",10073,Latimer,Oklahoma
"Le Flore County, Oklahoma",49853,LeFlore,Oklahoma
"Lincoln County, Oklahoma",34877,Lincoln,Oklahoma
"Logan County, Oklahoma",48011,Logan,Oklahoma
"Love County, Oklahoma",10253,Love,Oklahoma
"McClain County, Oklahoma",40474,McClain,Oklahoma
"McCurtain County, Oklahoma",32832,McCurtain,Oklahoma
"McIntosh County, Oklahoma",19596,McIntosh,Oklahoma
"Major County, Oklahoma",7629,Major,Oklahoma
"Marshall County, Oklahoma",16931,Marshall,Oklahoma
"Mayes County, Oklahoma",41100,Mayes,Oklahoma
"Murray County, Oklahoma",14073,Murray,Oklahoma
"Muskogee County, Oklahoma",67997,Muskogee,Oklahoma
"Noble County, Oklahoma",11131,Noble,Oklahoma
"Nowata County, Oklahoma",10076,Nowata,Oklahoma
"Okfuskee County, Oklahoma",11993,Okfuskee,Oklahoma
"Oklahoma County, Oklahoma",797434,Oklahoma,Oklahoma
"Okmulgee County, Oklahoma",38465,Okmulgee,Oklahoma
"Osage County, Oklahoma",46963,Osage,Oklahoma
"Ottawa County, Oklahoma",31127,Ottawa,Oklahoma
"Pawnee County, Oklahoma",16376,Pawnee,Oklahoma
"Payne County, Oklahoma",81784,Payne,Oklahoma
"Pittsburg County, Oklahoma",43654,Pittsburg,Oklahoma
"Pontotoc County, Oklahoma",38284,Pontotoc,Oklahoma
"Pottawatomie County, Oklahoma",72592,Pottawatomie,Oklahoma
"Pushmataha County, Oklahoma",11096,Pushmataha,Oklahoma
"Roger Mills County, Oklahoma",3583,RogerMills,Oklahoma
"Rogers County, Oklahoma",92459,Rogers,Oklahoma
"Seminole County, Oklahoma",24258,Seminole,Oklahoma
"Sequoyah County, Oklahoma",41569,Sequoyah,Oklahoma
"Stephens County, Oklahoma",43143,Stephens,Oklahoma
"Texas County, Oklahoma",19983,Texas,Oklahoma
"Tillman County, Oklahoma",7250,Tillman,Oklahoma
"Tulsa County, Oklahoma",651552,Tulsa,Oklahoma
"Wagoner County, Oklahoma",81289,Wagoner,Oklahoma
"Washington County, Oklahoma",51527,Washington,Oklahoma
"Washita County, Oklahoma",10916,Washita,Oklahoma
"Woods County, Oklahoma",8793,Woods,Oklahoma
"Woodward County, Oklahoma",20211,Woodward,Oklahoma
"Baker County, Oregon",16124,Baker,Oregon
"Benton County, Oregon",93053,Benton,Oregon
"Clackamas County, Oregon",418187,Clackamas,Oregon
"Clatsop County, Oregon",40224,Clatsop,Oregon
"Columbia County, Oregon",52354,Columbia,Oregon
"Coos County, Oregon",64487,Coos,Oregon
"Crook County, Oregon",24404,Crook,Oregon
"Curry County, Oregon",22925,Curry,Oregon
"Deschutes County, Oregon",197692,Deschutes,Oregon
"Douglas County, Oregon",110980,Douglas,Oregon
"Gilliam County, Oregon",1912,Gilliam,Oregon
"Grant County, Oregon",7199,Grant,Oregon
"Harney County, Oregon",7393,Harney,Oregon
"Hood River County, Oregon",23382,HoodRiver,Oregon
"Jackson County, Oregon",220944,Jackson,Oregon
"Jefferson County, Oregon",24658,Jefferson,Oregon
"Josephine County, Oregon",87487,Josephine,Oregon
"Klamath County, Oregon",68238,Klamath,Oregon
"Lake County, Oregon",7869,Lake,Oregon
"Lane County, Oregon",382067,Lane,Oregon
"Lincoln County, Oregon",49962,Lincoln,Oregon
"Linn County, Oregon",129749,Linn,Oregon
"Malheur County, Oregon",30571,Malheur,Oregon
"Marion County, Oregon",347818,Marion,Oregon
"Morrow County, Oregon",11603,Morrow,Oregon
"Multnomah County, Oregon",812855,Multnomah,Oregon
"Polk County, Oregon",86085,Polk,Oregon
"Sherman County, Oregon",1780,Sherman,Oregon
"Tillamook County, Oregon",27036,Tillamook,Oregon
"Umatilla County, Oregon",77950,Umatilla,Oregon
"Union County, Oregon",26835,Union,Oregon
"Wallowa County, Oregon",7208,Wallowa,Oregon
"Wasco County, Oregon",26682,Wasco,Oregon
"Washington County, Oregon",601592,Washington,Oregon
"Wheeler County, Oregon",1332,Wheeler,Oregon
"Yamhill County, Oregon",107100,Yamhill,Oregon
"Adams County, Pennsylvania",103009,Adams,Pennsylvania
"Allegheny County, Pennsylvania",1216045,Allegheny,Pennsylvania
"Armstrong County, Pennsylvania",64735,Armstrong,Pennsylvania
"Beaver County, Pennsylvania",163929,Beaver,Pennsylvania
"Bedford County, Pennsylvania",47888,Bedford,Pennsylvania
"Berks County, Pennsylvania",421164,Berks,Pennsylvania
"Blair County, Pennsylvania",121829,Blair,Pennsylvania
"Bradford County, Pennsylvania",60323,Bradford,Pennsylvania
"Bucks County, Pennsylvania",628270,Bucks,Pennsylvania
"Butler County, Pennsylvania",187853,Butler,Pennsylvania
"Cambria County, Pennsylvania",130192,Cambria,Pennsylvania
"Cameron County, Pennsylvania",4447,Cameron,Pennsylvania
"Carbon County, Pennsylvania",64182,Carbon,Pennsylvania
"Centre County, Pennsylvania",162385,Centre,Pennsylvania
"Chester County, Pennsylvania",524989,Chester,Pennsylvania
"Clarion County, Pennsylvania",38438,Clarion,Pennsylvania
"Clearfield County, Pennsylvania",79255,Clearfield,Pennsylvania
"Clinton County, Pennsylvania",38632,Clinton,Pennsylvania
"Columbia County, Pennsylvania",64964,Columbia,Pennsylvania
"Crawford County, Pennsylvania",84629,Crawford,Pennsylvania
"Cumberland County, Pennsylvania",253370,Cumberland,Pennsylvania
"Dauphin County, Pennsylvania",278299,Dauphin,Pennsylvania
"Delaware County, Pennsylvania",566747,Delaware,Pennsylvania
"Elk County, Pennsylvania",29910,Elk,Pennsylvania
"Erie County, Pennsylvania",269728,Erie,Pennsylvania
"Fayette County, Pennsylvania",129274,Fayette,Pennsylvania
"Forest County, Pennsylvania",7247,Forest,Pennsylvania
"Franklin County, Pennsylvania",155027,Franklin,Pennsylvania
"Fulton County, Pennsylvania",14530,Fulton,Pennsylvania
"Greene County, Pennsylvania",36233,Greene,Pennsylvania
"Huntingdon County, Pennsylvania",45144,Huntingdon,Pennsylvania
"Indiana County, Pennsylvania",84073,Indiana,Pennsylvania
"Jefferson County, Pennsylvania",43425,Jefferson,Pennsylvania
"Juniata County, Pennsylvania",24763,Juniata,Pennsylvania
"Lackawanna County, Pennsylvania",209674,Lackawanna,Pennsylvania
"Lancaster County, Pennsylvania",545724,Lancaster,Pennsylvania
"Lawrence County, Pennsylvania",85512,Lawrence,Pennsylvania
"Lebanon County, Pennsylvania",141793,Lebanon,Pennsylvania
"Lehigh County, Pennsylvania",369318,Lehigh,Pennsylvania
"Luzerne County, Pennsylvania",317417,Luzerne,Pennsylvania
"Lycoming County, Pennsylvania",113299,Lycoming,Pennsylvania
"McKean County, Pennsylvania",40625,McKean,Pennsylvania
"Mercer County, Pennsylvania",109424,Mercer,Pennsylvania
"Mifflin County, Pennsylvania",46138,Mifflin,Pennsylvania
"Monroe County, Pennsylvania",170271,Monroe,Pennsylvania
"Montgomery County, Pennsylvania",830915,Montgomery,Pennsylvania
"Montour County, Pennsylvania",18230,Montour,Pennsylvania
"Northampton County, Pennsylvania",305285,Northampton,Pennsylvania
"Northumberland County, Pennsylvania",90843,Northumberland,Pennsylvania
"Perry County, Pennsylvania",46272,Perry,Pennsylvania
"Philadelphia County, Pennsylvania",1584064,Philadelphia,Pennsylvania
"Pike County, Pennsylvania",55809,Pike,Pennsylvania
"Potter County, Pennsylvania",16526,Potter,Pennsylvania
"Schuylkill County, Pennsylvania",141359,Schuylkill,Pennsylvania
"Snyder County, Pennsylvania",40372,Snyder,Pennsylvania
"Somerset County, Pennsylvania",73447,Somerset,Pennsylvania
"Sullivan County, Pennsylvania",6066,Sullivan,Pennsylvania
"Susquehanna County, Pennsylvania",40328,Susquehanna,Pennsylvania
"Tioga County, Pennsylvania",40591,Tioga,Pennsylvania
"Union County, Pennsylvania",44923,Union,Pennsylvania
"Venango County, Pennsylvania",50668,Venango,Pennsylvania
"Warren County, Pennsylvania",39191,Warren,Pennsylvania
"Washington County, Pennsylvania",206865,Washington,Pennsylvania
"Wayne County, Pennsylvania",51361,Wayne,Pennsylvania
"Westmoreland County, Pennsylvania",348899,Westmoreland,Pennsylvania
"Wyoming County, Pennsylvania",26794,Wyoming,Pennsylvania
"York County, Pennsylvania",449058,York,Pennsylvania
"Bristol County, Rhode Island",48479,Bristol,RhodeIsland
"Kent County, Rhode Island",164292,Kent,RhodeIsland
"Newport County, Rhode Island",82082,Newport,RhodeIsland
"Providence County, Rhode Island",638931,Providence,RhodeIsland
"Washington County, Rhode Island",125577,Washington,RhodeIsland
"Abbeville County, South Carolina",24527,Abbeville,SouthCarolina
"Aiken County, South Carolina",170872,Aiken,SouthCarolina
"Allendale County, South Carolina",8688,Allendale,SouthCarolina
"Anderson County, South Carolina",202558,Anderson,SouthCarolina
"Bamberg County, South Carolina",14066,Bamberg,SouthCarolina
"Barnwell County, South Carolina",20866,Barnwell,SouthCarolina
"Beaufort County, South Carolina",192122,Beaufort,SouthCarolina
"Berkeley County, South Carolina",227907,Berkeley,SouthCarolina
"Calhoun County, South Carolina",14553,Calhoun,SouthCarolina
"Charleston County, South Carolina",411406,Charleston,SouthCarolina
"Cherokee County, South Carolina",57300,Cherokee,SouthCarolina
"Chester County, South Carolina",32244,Chester,SouthCarolina
"Chesterfield County, South Carolina",45650,Chesterfield,SouthCarolina
"Clarendon County, South Carolina",33745,Clarendon,SouthCarolina
"Colleton County, South Carolina",37677,Colleton,SouthCarolina
"Darlington County, South Carolina",66618,Darlington,SouthCarolina
"Dillon County, South Carolina",30479,Dillon,SouthCarolina
"Dorchester County, South Carolina",162809,Dorchester,SouthCarolina
"Edgefield County, South Carolina",27260,Edgefield,SouthCarolina
"Fairfield County, South Carolina",22347,Fairfield,SouthCarolina
"Florence County, South Carolina",138293,Florence,SouthCarolina
"Georgetown County, South Carolina",62680,Georgetown,SouthCarolina
"Greenville County, South Carolina",523542,Greenville,SouthCarolina
"Greenwood County, South Carolina",70811,Greenwood,SouthCarolina
"Hampton County, South Carolina",19222,Hampton,SouthCarolina
"Horry County, South Carolina",354081,Horry,SouthCarolina
"Jasper County, South Carolina",30073,Jasper,SouthCarolina
"Kershaw County, South Carolina",66551,Kershaw,SouthCarolina
"Lancaster County, South Carolina",98012,Lancaster,SouthCarolina
"Laurens County, South Carolina",67493,Laurens,SouthCarolina
"Lee County, South Carolina",16828,Lee,SouthCarolina
"Lexington County, South Carolina",298750,Lexington,SouthCarolina
"McCormick County, South Carolina",9463,McCormick,SouthCarolina
"Marion County, South Carolina",30657,Marion,SouthCarolina
"Marlboro County, South Carolina",26118,Marlboro,SouthCarolina
"Newberry County, South Carolina",38440,Newberry,SouthCarolina
"Oconee County, South Carolina",79546,Oconee,SouthCarolina
